ID,Year_of_Birth,Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Date_Customer,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Response
ID_973052JQ,1969,Master,Divorced,49602.0,1,0,26-12-2013,31,3,4,1,4,117,22,21,16,14,5,7,0,0,0,0,0,0,0
ID_W2JPWRRP,1985,Graduation,Married,32706.0,1,0,07-11-2013,10,1,1,0,3,27,4,11,0,1,2,7,0,0,0,0,0,0,0
ID_3BLS1PJJ,1947,Graduation,Married,21720.0,0,0,06-08-2013,21,1,0,0,3,8,4,2,4,3,1,5,0,0,0,0,0,0,0
ID_4X6XSD5A,1963,2n Cycle,Together,98546.4,0,0,15-08-2013,96,1,3,9,13,739,25,350,151,25,100,1,0,0,1,0,0,0,0
ID_8XPOGHAS,1973,Graduation,Single,38288.4,0,0,04-03-2013,82,1,6,1,6,38,90,64,175,16,74,7,0,0,0,0,0,0,0
ID_SNSDB20B,1968,PhD,Together,67890.0,0,2,05-05-2013,49,3,7,3,7,426,8,90,0,16,10,5,0,0,0,0,0,0,0
ID_ZML25B8Y,1959,Graduation,Together,64772.4,0,1,08-06-2013,28,5,5,5,12,625,19,165,0,24,82,5,0,0,0,0,0,0,0
ID_LEU53QO2,1984,Graduation,Together,44750.4,1,0,18-04-2013,39,5,6,3,5,280,3,86,10,23,66,8,0,0,0,0,0,0,0
ID_33UO6S7H,1971,Master,Married,43365.6,1,1,16-07-2013,55,5,3,1,4,135,3,16,0,0,5,7,0,1,0,0,0,0,0
ID_9LGSNA0E,1958,Master,Together,78584.4,0,0,10-01-2014,55,3,3,5,6,245,70,500,199,0,163,2,0,0,0,0,0,0,0
ID_F32MIH8W,1959,PhD,Together,89100.0,0,0,26-01-2014,97,1,2,11,4,685,14,392,75,0,0,1,0,0,0,0,0,0,0
ID_YQY57EV3,1962,PhD,Divorced,65950.8,0,1,19-01-2013,62,3,9,5,4,1153,3,60,0,0,24,7,0,1,0,0,0,0,1
ID_6KZE1A9S,1979,Graduation,Married,79647.59999999999,1,1,12-06-2013,64,7,4,2,10,333,12,124,12,24,109,3,0,0,0,0,0,0,0
ID_0145J9XM,1956,Graduation,Married,92397.6,0,1,11-01-2013,92,2,11,8,8,1454,92,161,69,35,107,6,0,0,1,0,0,0,0
ID_B8RHEFW4,1980,Graduation,Married,32692.8,1,0,07-03-2014,91,2,2,2,2,11,8,17,3,24,46,7,0,0,0,0,0,0,0
ID_RAMDMVXJ,1953,Graduation,Single,57549.6,0,1,19-01-2013,15,2,6,3,5,273,14,88,15,3,22,5,0,0,0,0,0,0,0
ID_BMA1V3ZB,1992,Graduation,Single,103244.4,0,0,02-01-2013,102,1,6,7,11,495,47,125,29,20,22,3,0,1,1,0,0,0,1
ID_LJPQMGE3,1970,Graduation,Married,90910.8,0,0,25-10-2013,53,1,9,7,9,1399,25,708,89,91,182,5,1,0,1,1,0,0,1
ID_3HPMGT1P,1959,Graduation,Divorced,86356.8,0,0,20-05-2013,88,1,5,6,5,592,54,932,180,34,86,3,0,0,0,0,0,0,0
ID_JHIG4ZPA,1968,PhD,Married,70874.4,2,1,03-10-2013,81,2,2,0,3,51,4,12,3,0,9,4,0,0,0,0,0,0,0
ID_8WMN1QC7,1964,PhD,Single,44083.2,1,1,10-05-2013,59,1,1,0,2,15,3,3,0,0,4,6,0,0,0,0,0,0,0
ID_PE2N9C3Y,1960,Graduation,Together,29065.2,0,0,20-08-2013,101,1,1,1,3,13,12,9,2,5,22,4,0,0,0,0,0,0,0
ID_LWKDL29O,1953,Graduation,Married,98154.0,0,0,26-10-2012,81,1,4,11,7,329,135,693,27,118,88,2,0,0,0,0,0,0,0
ID_Z8MN2IYQ,1991,Graduation,Married,22714.8,0,0,16-02-2013,22,1,1,0,4,37,3,8,23,4,18,6,0,0,0,0,0,0,0
ID_YWV1GURT,1955,PhD,Married,75204.0,0,1,02-02-2014,64,1,5,3,13,544,33,92,80,46,38,3,0,0,0,0,0,0,0
ID_Z9FOAHBO,1975,Graduation,Married,36757.2,1,0,12-07-2013,82,1,3,1,2,20,9,20,4,5,20,7,0,0,0,0,0,0,0
ID_RNVKIAVV,1990,2n Cycle,Together,12484.8,1,0,04-05-2014,59,2,1,0,4,7,5,11,10,6,12,5,0,0,0,0,0,0,0
ID_VGLUZWP0,1962,Graduation,Together,106016.4,0,0,03-07-2013,39,1,4,7,9,1055,181,555,77,138,118,1,0,0,0,1,0,0,0
ID_4OONZVCD,1972,2n Cycle,Married,65628.0,1,1,07-11-2013,83,3,3,1,5,116,19,37,7,9,18,3,0,0,0,0,0,0,0
ID_PWMDPSUO,1964,Master,Together,46344.0,0,0,11-05-2013,63,1,2,5,3,117,20,44,34,22,89,3,0,0,0,0,0,0,0
ID_7F9E4IB6,1985,PhD,Married,22785.6,1,0,23-05-2014,50,2,1,0,3,11,3,6,2,1,1,7,0,0,0,0,0,0,0
ID_YQ6SDN12,1977,PhD,Together,62628.0,1,1,08-05-2014,46,3,2,1,3,47,3,17,0,0,18,5,1,0,0,0,0,0,0
ID_UGJ9XRIT,1957,Master,Married,76698.0,0,2,30-07-2013,9,2,6,3,12,627,10,115,30,0,15,5,0,0,0,0,0,0,0
ID_45YYZJCO,1986,Graduation,Married,85141.2,0,0,04-05-2013,73,1,3,4,9,244,13,554,254,87,54,1,0,0,0,0,0,0,0
ID_VDXRO0ZH,1984,PhD,Married,28243.2,1,0,04-06-2014,60,1,0,0,3,11,3,3,0,0,1,3,0,0,0,0,0,0,0
ID_0XC16TN4,1977,PhD,Divorced,17818.8,1,0,02-07-2013,46,3,2,0,4,26,5,28,3,2,9,8,0,0,0,0,0,0,0
ID_XTZVIHNR,1979,Graduation,Married,39646.8,1,0,09-09-2013,11,1,2,0,4,35,11,12,8,8,12,5,0,0,0,0,0,0,0
ID_VVWCYNN1,1966,Graduation,Married,92811.6,0,0,09-06-2014,35,1,3,4,9,232,154,573,98,54,31,1,0,0,0,0,0,0,0
ID_WYYPIRYO,1987,Graduation,Divorced,49693.2,0,0,07-12-2013,18,1,2,1,4,42,35,38,11,3,18,6,0,0,0,0,0,0,0
ID_UJA3TUH3,1982,Graduation,Together,46256.4,1,0,28-08-2013,56,1,1,0,2,11,4,10,0,1,4,8,0,0,0,0,0,1,0
ID_VX3OGLE1,1975,PhD,Married,46092.0,0,0,14-09-2012,72,2,5,2,9,158,67,123,116,64,14,6,0,0,0,0,0,0,1
ID_3ILIN2D4,1989,Graduation,Married,82184.4,0,0,13-01-2013,55,1,9,7,13,763,15,385,33,89,89,4,0,0,0,0,0,0,0
ID_3DK86I9S,1974,Graduation,Married,111546.0,0,0,19-08-2013,42,1,6,7,9,698,24,925,31,24,84,2,0,0,1,1,0,0,1
ID_QCB4KNKU,1950,Graduation,Together,83246.4,0,0,19-02-2013,17,1,10,4,6,1002,29,269,34,13,42,4,0,1,1,0,0,0,1
ID_NTV9NMDQ,1961,PhD,Married,78834.0,0,1,31-01-2014,57,2,5,4,10,376,35,189,0,58,6,4,0,0,0,0,0,0,0
ID_T07WAYUE,1949,PhD,Married,54694.8,0,1,20-08-2013,17,1,4,1,4,150,4,33,2,1,1,6,0,0,0,0,0,0,0
ID_ABH3E5L1,1964,PhD,Married,4827.599999999999,1,1,23-06-2014,36,15,0,0,0,10,3,1,1,1,1,19,0,0,0,0,0,0,0
ID_BR0DQTBX,1979,Graduation,Together,19837.2,1,0,18-06-2014,50,3,3,0,3,7,16,6,7,5,11,7,0,0,0,0,0,0,0
ID_WI8TRGCW,1978,Graduation,Married,26529.6,1,1,08-05-2014,53,2,2,0,3,10,6,9,6,2,6,7,0,0,0,0,0,0,0
ID_OGVEKZLA,1954,Graduation,Married,60870.0,0,1,13-02-2013,52,4,8,1,8,448,13,75,0,10,48,8,0,0,0,0,0,0,0
ID_U1IFK0EW,1962,Graduation,Single,98798.4,0,0,17-09-2012,96,1,5,3,12,835,62,968,51,79,19,2,0,0,1,0,0,0,1
ID_9WU9ATID,1971,Graduation,Divorced,40783.2,1,0,14-03-2013,50,1,1,0,3,21,5,18,2,1,5,7,0,0,0,0,0,0,0
ID_RWH9Z0SA,1985,2n Cycle,Married,17755.2,1,0,17-09-2012,8,2,1,0,3,18,6,8,7,4,16,9,0,0,0,0,0,0,1
ID_N98FCWJN,1966,PhD,Together,78264.0,0,0,03-09-2012,10,4,8,4,7,895,66,292,0,25,12,6,0,0,0,0,0,0,1
ID_3790MC0U,1948,PhD,Together,97888.8,0,0,28-04-2014,96,1,4,5,8,1257,3,465,46,35,0,1,0,1,1,0,0,0,0
ID_88WS8WP7,1985,Master,Single,37662.0,1,0,05-12-2012,63,1,1,0,2,8,5,12,0,1,9,8,1,0,0,0,0,0,1
ID_L69A5K2P,1972,Graduation,Single,66286.8,0,1,14-07-2013,66,3,7,5,11,376,20,238,23,24,106,5,0,0,0,0,0,0,0
ID_13SGU5T4,1963,Master,Married,70375.2,0,1,10-06-2013,10,1,2,1,4,67,4,44,6,5,22,4,0,0,0,0,0,0,0
ID_H8ZN6T5W,1966,Graduation,Married,53160.0,1,1,23-06-2013,72,2,1,0,3,35,3,9,0,0,3,6,0,0,0,0,0,0,0
ID_MACEMERP,1977,Graduation,Married,73276.8,0,1,31-08-2012,87,5,8,4,11,392,129,342,0,45,180,6,0,0,0,0,0,0,0
ID_2MWV93W6,1979,Graduation,Together,27330.0,1,0,19-06-2013,47,1,1,0,2,10,4,8,0,0,1,8,0,0,0,0,0,0,0
ID_ND3ULZM6,1972,Graduation,Single,12294.0,1,0,15-05-2013,39,3,1,2,2,9,10,7,6,4,13,5,0,0,0,0,0,0,0
ID_SAY3JJ93,1976,Graduation,Married,78127.2,0,1,24-05-2014,62,3,8,3,13,795,22,133,12,0,19,6,0,1,0,0,0,0,0
ID_DQNIDLMW,1973,Master,Married,99781.2,0,0,10-02-2013,87,1,5,7,10,973,150,842,137,42,210,2,1,0,1,1,0,0,1
ID_FADTTION,1991,Graduation,Married,88424.4,0,0,28-11-2013,15,1,3,9,9,564,156,503,218,13,181,2,0,0,0,1,0,0,1
ID_7P4XCB2G,1992,Master,Single,108765.6,0,0,13-02-2014,36,1,3,4,10,1161,123,915,94,144,96,1,0,0,1,0,0,0,0
ID_V7OIZBE7,1972,Graduation,Together,86155.2,0,0,24-10-2013,61,1,9,3,4,359,24,311,167,75,32,4,0,0,0,0,0,0,0
ID_I4DBUFN5,1975,PhD,Single,75790.8,0,0,05-11-2012,81,1,3,5,8,970,37,586,89,86,37,3,1,0,0,0,0,0,0
ID_LZNSOQRD,1990,Graduation,Married,,0,0,03-06-2013,76,1,6,5,12,866,141,461,60,30,61,3,0,1,0,1,0,0,0
ID_WJUTI7LM,1957,PhD,Married,100940.4,0,0,11-05-2014,67,1,7,10,6,616,79,749,59,45,26,2,0,0,1,0,0,0,0
ID_2AH6ROCG,1975,PhD,Married,41515.2,1,0,13-04-2013,55,1,1,0,2,19,3,2,0,0,7,8,0,0,0,0,0,0,1
ID_JM78VPQT,1964,Graduation,Together,67503.59999999999,0,1,07-12-2012,90,4,7,2,9,514,3,65,7,11,5,6,0,0,0,0,0,0,0
ID_ZC1A3IBJ,1966,PhD,Widow,64933.2,0,1,25-08-2013,104,2,5,2,6,272,9,54,8,3,50,5,0,0,0,0,0,0,0
ID_22QUG7GV,1985,2n Cycle,Married,42820.8,1,0,22-04-2014,73,1,1,0,3,15,7,7,0,6,3,6,0,0,0,0,0,0,0
ID_6ZGTFB20,1963,Graduation,Single,79878.0,0,1,05-12-2012,87,4,4,2,9,752,13,161,65,40,42,8,0,0,0,0,0,0,0
ID_WP1GAB21,1962,Graduation,Divorced,32658.0,2,1,23-01-2013,57,4,2,1,4,35,8,22,8,9,28,6,0,0,0,0,0,0,0
ID_PHYQ7645,1960,Graduation,Together,105325.2,0,1,22-05-2013,68,1,5,10,4,1497,41,287,50,57,33,6,0,1,1,1,1,0,1
ID_BSNP4TFD,1980,Master,Divorced,40154.4,1,0,07-08-2013,85,1,2,0,3,27,6,18,0,0,11,7,0,0,0,0,0,0,0
ID_I7OB4H9H,1955,Graduation,Divorced,86485.2,0,1,14-02-2013,11,3,5,4,8,536,72,300,150,138,150,2,0,0,0,0,0,0,0
ID_87URPRTS,1956,Master,Married,63300.0,0,1,04-02-2013,79,6,5,7,9,398,3,239,90,69,69,4,0,0,0,0,0,0,0
ID_UWIZB8F5,1956,Master,Single,61348.8,1,1,18-12-2013,86,2,1,0,3,31,4,11,0,1,4,3,0,0,0,0,0,0,0
ID_9C5JBS10,1950,PhD,Married,82917.59999999999,0,0,16-02-2013,89,1,7,8,9,1320,25,780,145,0,178,5,0,0,0,0,0,0,0
ID_WSTZB62K,1977,Graduation,Married,70316.4,1,1,20-11-2012,27,12,7,4,9,495,3,184,10,28,21,7,0,0,0,0,0,0,0
ID_ODVL3OOB,1969,Master,Together,40863.6,0,1,10-09-2012,21,1,3,0,3,68,3,21,7,0,12,8,0,0,0,0,0,0,0
ID_07VDLWGQ,1994,Graduation,Single,84618.0,0,0,21-10-2013,19,1,6,6,4,425,3,452,182,64,140,2,0,0,0,0,0,0,1
ID_M79J1DE7,1992,Graduation,Single,59720.4,0,0,02-05-2013,99,1,5,4,8,207,50,197,55,42,149,4,0,0,0,0,0,0,0
ID_6HURG8BU,1985,Graduation,Single,95528.4,0,0,21-04-2013,44,1,3,6,6,455,136,951,173,0,216,1,0,0,0,0,0,0,1
ID_B60JHHNX,1960,Graduation,Married,50691.6,1,1,11-12-2013,41,2,2,0,3,53,3,2,0,0,5,7,0,0,0,0,0,0,0
ID_TUS0LJNK,1953,Graduation,Together,100612.8,0,0,12-05-2013,64,1,4,4,11,906,34,345,75,31,191,1,0,0,1,0,0,0,0
ID_AV27OOZ9,1979,Graduation,Single,46371.6,1,1,29-11-2013,52,2,2,0,3,27,5,14,0,1,10,7,0,0,0,0,0,1,0
ID_WT7SCSSG,1955,PhD,Divorced,68799.59999999999,0,1,22-09-2012,62,11,8,5,9,946,17,397,76,58,176,6,0,0,0,0,0,0,1
ID_SHG04IYH,1983,2n Cycle,Together,49246.8,0,0,25-07-2013,39,1,8,1,5,39,14,137,179,61,45,8,0,0,0,0,0,0,0
ID_OFJDHYZC,1970,Master,Single,75326.4,0,1,19-05-2013,81,1,5,6,11,586,52,157,43,8,108,2,0,1,0,0,0,0,0
ID_9ZU5CE75,1982,Graduation,Married,65263.2,0,1,17-05-2013,15,2,3,2,10,282,24,64,62,21,25,3,0,0,0,0,0,0,0
ID_BCVPHOFX,1951,Graduation,Married,96915.6,0,0,15-08-2013,24,1,5,11,6,679,171,108,192,42,231,3,0,0,1,1,0,0,1
ID_4CN0E514,1976,Master,Married,57369.6,0,1,20-10-2013,37,2,3,2,3,128,4,26,2,0,72,7,1,0,0,0,0,0,0
ID_3OQ6BYFA,1993,Master,Single,111430.8,0,0,19-10-2012,53,1,5,4,12,967,64,921,52,61,20,2,0,0,0,0,0,0,0
ID_DLVLY8SE,1987,2n Cycle,Married,26346.0,1,0,07-09-2013,88,2,2,1,3,10,4,7,17,14,11,6,0,0,0,0,0,0,0
ID_53CBYP81,1946,Graduation,Married,83706.0,0,0,02-10-2013,30,1,3,6,12,222,80,373,111,23,93,1,0,0,0,0,0,0,0
ID_SGN73IAJ,1986,2n Cycle,Married,27777.6,0,0,18-02-2014,90,1,2,0,3,9,9,8,6,3,10,7,0,0,0,0,0,0,0
ID_6Z7PQFW7,1948,PhD,Married,80966.4,0,1,28-09-2013,100,2,4,2,7,167,34,127,8,17,69,3,0,0,0,0,0,0,0
ID_1POH6B4B,1983,Basic,Single,29240.4,1,0,20-03-2013,65,1,1,0,2,7,7,2,0,11,5,9,0,0,0,0,0,0,0
ID_GI82CDLZ,1977,Master,Together,25228.8,0,0,04-07-2013,96,1,2,0,4,41,7,18,6,2,18,7,0,0,0,0,0,0,0
ID_21FYKCAR,1980,Basic,Single,19216.8,1,1,17-03-2013,49,4,1,1,4,8,12,4,7,8,7,3,0,0,0,0,0,0,0
ID_JTRG50LA,1966,Master,Single,66300.0,0,1,21-10-2012,56,4,7,5,10,669,61,83,32,0,66,5,0,0,0,0,0,0,0
ID_J5JCXXUQ,1959,Master,Married,61694.4,0,1,31-12-2013,49,2,3,2,4,145,6,29,4,5,14,4,0,0,0,0,0,0,0
ID_8O2ZXXSS,1960,Graduation,Single,74940.0,0,1,06-01-2014,68,2,5,5,4,520,50,267,62,66,38,3,0,1,0,0,0,0,0
ID_EVQSLYK9,1984,Graduation,Married,,1,0,15-11-2013,18,1,1,0,2,10,8,6,0,2,1,7,0,0,0,0,0,0,0
ID_4YZ6YHJ2,1961,Graduation,Single,58684.8,0,1,02-12-2012,8,4,7,2,4,288,13,38,0,13,27,8,0,0,0,0,0,0,0
ID_MH95UGJ9,1974,Master,Married,64929.6,1,1,05-11-2012,81,13,8,2,9,544,9,91,8,6,97,8,0,0,0,0,0,0,0
ID_O3N2C84H,1980,Graduation,Together,90608.4,0,0,02-05-2014,63,1,8,6,6,714,96,374,104,80,80,3,0,0,0,0,0,0,0
ID_LLS9O732,1976,Graduation,Single,101035.2,0,1,03-06-2013,63,1,8,4,7,220,66,507,231,31,190,3,0,0,0,0,0,0,0
ID_WNIHZ7C6,1948,Basic,Together,34066.8,0,0,20-11-2012,56,1,1,0,2,6,8,3,7,4,8,7,0,0,0,0,0,0,0
ID_LXOS4PR9,1957,PhD,Together,92851.2,1,1,10-05-2014,79,4,6,3,10,497,22,110,16,12,12,4,0,0,0,0,0,0,0
ID_DY242IEC,1982,Graduation,Married,23302.8,1,0,10-11-2012,83,4,4,0,3,7,17,28,16,3,7,9,0,0,0,0,0,0,0
ID_ILZ5JJYL,1962,PhD,Divorced,77190.0,0,1,07-02-2013,48,5,10,3,5,736,63,353,78,12,73,7,0,0,0,0,0,0,0
ID_7POIYWD5,1984,Master,Married,43051.2,0,0,20-04-2014,20,1,3,1,3,71,5,40,4,3,14,6,0,0,0,0,0,0,0
ID_2MY4E4N4,1988,Graduation,Married,20787.6,0,0,10-10-2012,45,1,1,0,3,8,17,17,6,1,5,8,0,0,0,0,0,0,0
ID_CP8GJIG9,1979,Master,Single,42652.8,1,0,08-03-2014,84,1,2,0,3,35,8,23,4,1,4,7,0,0,0,0,0,0,0
ID_M13MXXQI,1978,Graduation,Married,49731.6,1,0,01-04-2014,86,6,8,1,5,176,10,171,25,19,89,8,0,0,0,0,0,0,0
ID_GA78WT9Y,1987,Graduation,Married,28172.4,1,0,21-10-2013,46,3,3,0,4,43,18,54,3,8,29,8,0,0,0,0,0,0,0
ID_CGIT0WV9,1983,PhD,Together,38775.6,1,0,11-02-2013,67,3,4,0,4,91,7,56,2,4,7,9,0,0,0,0,0,0,0
ID_S4O0XV7H,1956,Graduation,Divorced,44692.8,1,1,27-04-2013,97,1,1,1,2,23,5,10,0,0,25,7,1,0,0,0,0,0,0
ID_M0ZV185S,1973,PhD,Married,68509.2,0,1,23-11-2012,89,2,9,2,5,467,3,24,6,0,4,7,0,1,0,0,0,0,1
ID_477YSJCC,1976,2n Cycle,Single,59416.8,1,0,17-12-2013,68,2,6,1,4,93,42,78,58,13,93,7,0,0,0,0,0,0,0
ID_TURWR8O1,1962,Graduation,Married,43731.6,1,1,03-02-2013,16,4,3,1,3,70,3,46,4,3,20,8,0,0,0,0,0,0,0
ID_062F4UY8,1970,Master,Married,50602.8,1,1,19-10-2013,27,2,1,0,3,24,3,9,0,0,2,8,0,0,0,0,0,0,0
ID_BTN0RP2U,1978,Graduation,Married,37623.6,1,1,29-12-2013,31,2,1,1,2,15,3,10,3,1,7,8,0,0,0,0,0,0,0
ID_9Y89E1WX,1967,Graduation,Widow,95935.2,0,0,12-05-2014,26,1,5,11,5,400,186,565,166,141,28,3,0,0,0,0,0,0,0
ID_Y96EJBET,1980,PhD,Together,33506.4,1,0,10-05-2014,87,1,2,0,3,16,3,13,2,4,11,4,0,0,0,0,0,0,0
ID_IRHMVB0U,1958,Graduation,Married,63422.4,0,1,01-12-2012,100,4,10,7,5,719,11,99,11,0,47,8,1,0,0,0,0,0,0
ID_0IY9TY5Z,1969,Graduation,Married,54825.6,0,1,25-01-2014,27,2,3,1,8,284,3,18,0,0,9,4,0,1,0,0,0,0,0
ID_UJW1ARYP,1969,Graduation,Single,84679.2,0,1,06-10-2013,11,2,6,5,9,386,31,215,84,28,21,3,0,0,0,0,0,0,0
ID_Q88XOHWP,1974,Master,Married,32590.8,1,1,29-03-2014,40,2,1,0,3,22,3,3,0,0,1,6,0,0,0,0,0,0,0
ID_M3IUE3AC,1959,Graduation,Single,59960.4,0,1,08-07-2013,11,3,6,1,5,217,9,69,4,12,3,7,0,0,0,0,0,0,0
ID_DTJ98FUF,1972,Master,Married,59406.0,1,1,05-03-2013,11,9,10,2,8,609,3,100,19,0,28,8,0,0,0,0,0,0,0
ID_SCZ7EMJP,1970,Master,Single,47829.6,1,0,24-01-2013,74,1,2,0,4,20,23,25,2,7,26,6,0,0,0,0,0,0,1
ID_OABEH7HQ,1978,Master,Married,67010.4,0,1,23-05-2014,26,1,7,1,8,456,3,39,0,4,24,5,0,0,0,0,0,0,0
ID_RYMFR8EM,1947,Graduation,Married,94282.8,0,0,19-02-2014,21,1,4,6,4,563,82,622,207,175,95,1,0,0,1,0,0,0,1
ID_2HPQXYH6,1964,Graduation,Married,26902.8,0,0,18-04-2013,81,1,3,2,2,35,6,47,19,21,42,8,0,0,0,0,0,0,0
ID_SHMATLNH,1980,Graduation,Together,108360.0,0,0,03-01-2014,14,0,5,6,8,599,137,786,33,134,57,1,0,0,1,0,0,0,0
ID_V73Z8TKQ,1967,PhD,Together,56966.4,1,1,16-09-2013,46,2,2,0,4,61,3,11,0,0,8,5,0,0,0,0,0,0,0
ID_93BH1PSW,1988,PhD,Single,50400.0,0,0,10-01-2013,30,2,5,2,11,129,86,267,85,59,35,5,0,0,0,0,0,0,1
ID_KIZV7DN9,1978,PhD,Single,51596.4,1,1,07-12-2013,98,1,1,0,2,9,3,5,0,1,5,7,0,0,0,0,0,0,0
ID_JJYUSOSN,1984,Graduation,Married,44148.0,0,0,01-03-2013,21,1,2,1,2,8,6,14,15,21,10,9,0,0,0,0,0,0,1
ID_Q85DL06T,1981,PhD,Single,91694.4,0,0,05-05-2013,22,1,5,4,8,845,56,804,23,71,17,3,0,0,1,1,0,0,1
ID_0LVVQF3P,1977,Graduation,Married,20577.6,1,0,28-01-2014,87,4,3,1,3,14,12,11,13,10,16,8,0,0,0,0,0,0,0
ID_5RG7SSEQ,1954,Master,Married,78682.8,0,1,05-11-2012,103,2,6,5,10,402,49,288,20,38,70,3,0,0,0,0,0,0,0
ID_VWCDQ4LN,1970,2n Cycle,Married,56197.2,1,1,08-06-2013,91,2,1,2,2,27,5,10,6,4,34,4,0,0,0,0,0,0,0
ID_2E72HXN1,1957,Master,Together,17593.2,0,0,01-01-2013,95,1,1,0,3,9,4,11,6,2,2,6,0,0,0,0,0,0,0
ID_GOX7BYHZ,1970,Graduation,Together,46033.2,1,0,27-12-2013,81,3,3,1,3,44,3,56,20,8,14,7,0,0,0,0,0,0,0
ID_T7OS5TB3,1963,Graduation,Married,103333.2,0,0,19-04-2013,80,1,5,7,10,404,31,756,36,40,126,2,0,0,0,0,0,0,0
ID_102DATPM,1986,Graduation,Together,64807.2,1,0,18-09-2012,49,2,8,1,7,179,80,203,6,24,97,7,0,0,0,0,0,0,0
ID_2L7Z6XF1,1983,PhD,Together,84045.59999999999,0,0,25-10-2013,61,1,4,4,8,592,57,348,71,54,130,2,0,0,0,0,0,0,0
ID_G6R9MK35,1984,Graduation,Married,36115.2,1,0,22-05-2014,37,1,2,0,3,10,6,11,12,5,9,6,0,0,0,0,0,0,0
ID_GVFY5NP0,1969,Graduation,Married,23194.8,1,0,14-12-2013,46,3,4,0,3,29,4,16,12,2,5,8,0,0,0,0,0,0,0
ID_SAG3Q8KK,1975,Graduation,Married,55004.4,1,1,26-07-2013,95,5,6,2,5,220,16,87,17,17,24,7,0,0,0,0,0,0,0
ID_XZY7ZIYT,1953,Master,Together,67141.2,0,1,23-08-2012,69,3,3,6,11,1246,3,80,0,13,40,8,0,1,0,0,1,0,0
ID_8OUSDLHH,1966,Graduation,Together,90331.2,0,0,27-09-2012,9,1,9,4,9,615,108,125,137,42,21,5,0,0,0,0,0,0,0
ID_AUINW3U9,1974,Graduation,Married,95511.6,0,0,12-05-2014,77,1,5,6,7,355,63,568,110,133,145,2,0,0,1,0,0,0,0
ID_4TL3CN6N,1990,Graduation,Single,22029.6,1,0,20-11-2013,56,3,3,0,4,11,11,19,16,4,4,7,0,0,0,0,0,0,0
ID_E0OZHAXY,1969,Graduation,Single,43071.6,1,1,15-10-2012,87,6,3,1,5,163,3,23,0,0,18,8,0,0,0,0,0,0,0
ID_0P4M9LM2,1959,Master,Alone,73597.2,1,1,10-03-2013,49,5,11,1,6,539,8,47,0,5,41,8,0,0,0,0,0,0,0
ID_P4D70FCO,1963,Graduation,Single,91948.8,0,1,24-05-2014,75,1,5,10,7,416,109,147,54,115,66,1,1,0,0,0,0,0,0
ID_L2SGITRF,1956,2n Cycle,Together,89766.0,0,1,06-11-2013,21,5,4,7,10,214,165,209,41,162,37,2,0,0,0,0,0,0,0
ID_DYE6K5S0,1982,2n Cycle,Together,90928.8,1,0,02-05-2014,34,1,7,5,8,345,24,134,258,14,56,4,0,0,0,0,0,0,0
ID_BN0JGW29,1958,Graduation,Married,57291.6,0,1,22-03-2013,63,3,4,1,6,203,5,43,0,12,20,6,0,1,0,0,0,0,0
ID_KA1X8EED,1966,Master,Together,54171.6,0,1,26-08-2013,81,3,6,1,5,207,8,74,11,5,14,7,0,0,0,0,0,0,0
ID_7W83C5IS,1977,Graduation,Married,9000.0,1,0,01-08-2012,26,5,4,1,2,12,3,12,13,7,32,9,1,0,0,0,0,0,1
ID_C1FQJWKO,1964,2n Cycle,Married,39158.4,0,0,02-08-2012,39,2,4,4,8,68,154,137,153,19,53,5,0,0,0,0,0,0,0
ID_F1JC09SM,1971,Graduation,Together,26484.0,1,0,04-10-2013,18,2,2,2,2,15,10,19,8,2,21,6,0,0,0,0,0,0,0
ID_LEJAS8UN,1986,2n Cycle,Single,49767.6,1,0,19-06-2013,87,1,2,0,3,26,11,20,15,3,9,7,0,0,0,0,0,0,0
ID_3RJRI784,1983,PhD,Married,101002.8,0,0,07-08-2013,16,1,7,6,6,1483,22,403,0,19,0,3,0,1,1,0,0,0,1
ID_M3BUBTGU,1975,Graduation,Together,90842.4,0,1,14-10-2012,94,1,10,5,13,1078,3,629,145,37,37,6,0,0,1,0,0,0,0
ID_1PW2CACV,1991,Graduation,Single,77410.8,0,0,17-08-2013,26,1,6,3,9,841,188,575,24,25,77,4,1,0,0,0,0,0,1
ID_PFX4LUDE,1984,PhD,Divorced,108824.4,0,0,22-05-2013,105,1,6,2,8,987,20,672,23,34,51,2,0,0,1,0,0,0,1
ID_PKWYZ34W,1976,Master,Single,55317.6,1,1,18-08-2012,93,4,3,2,2,62,3,27,0,0,36,8,0,0,0,0,0,0,0
ID_6XN59Y7C,1972,Master,Married,42213.6,1,0,10-01-2013,17,1,1,1,2,28,4,13,2,2,18,7,1,0,0,0,0,0,1
ID_NX5UW996,1974,Graduation,Married,29566.8,1,1,28-01-2014,10,3,2,0,4,25,6,16,0,4,1,6,0,0,0,0,0,0,0
