ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
10308,Tablets,Samsung,1238.9052201173463,65,1,13,4,1
10309,Smartphones,Other Brands,1280.048756616012,69,1,13,1,1
10310,Headphones,Sony,796.2448980458495,44,1,7,2,1
10311,Smart Watches,HP,1368.67123161323,50,1,8,4,1
10312,Tablets,Apple,2576.001443919193,42,1,9,5,1
10313,Headphones,Apple,2606.4934986020244,63,0,15,4,1
10314,Laptops,Samsung,1214.3016365917329,64,1,10,4,1
10315,Tablets,Other Brands,366.87428830762053,20,0,3,1,0
10316,Laptops,HP,1056.772392358197,40,1,13,1,1
10317,Smartphones,Samsung,182.80105920601517,18,0,18,2,0
10318,Headphones,Other Brands,2492.921541742612,47,1,6,3,1
10319,Headphones,Apple,1821.8467333122792,67,0,12,2,0
10320,Tablets,HP,786.1186224563272,28,1,12,4,1
10321,Laptops,Sony,2721.669978640482,35,0,10,3,0
10322,Tablets,Sony,2392.4758478962326,32,1,12,2,1
10323,Headphones,Other Brands,1127.6986260619194,32,0,14,2,0
10324,Smartphones,Samsung,2407.3993324062535,61,1,7,4,1
10325,Smart Watches,Other Brands,283.3718166692833,35,1,1,4,1
10326,Headphones,Sony,2305.0961567557083,25,1,12,2,0
10327,Tablets,Other Brands,941.5790273738833,68,1,7,4,1
10328,Laptops,Sony,1784.0612083344586,60,0,12,2,0
10329,Smartphones,Apple,1352.742835520286,27,1,6,2,0
10330,Smartphones,Sony,981.6799558418373,38,1,2,2,1
10331,Headphones,Sony,2866.0907487699196,33,0,17,4,1
10332,Smartphones,Other Brands,1124.305611106232,29,1,2,5,1
10333,Laptops,Apple,1124.2784798039593,53,0,13,2,0
10334,Headphones,Samsung,2068.4580920690278,64,1,1,1,1
10335,Laptops,Other Brands,1601.8652544405504,61,0,7,5,1
10336,Smart Watches,Apple,2308.616362921644,23,0,9,4,0
10337,Headphones,Sony,840.3407985333893,43,1,8,2,1
10338,Tablets,Samsung,2553.4868151428045,68,1,9,1,1
10339,Smartphones,Sony,568.2394410792864,35,1,9,1,1
10340,Smart Watches,Samsung,112.12702628492102,64,1,12,5,1
10341,Smartphones,Sony,986.7747585553344,29,0,7,1,0
10342,Headphones,Samsung,246.58297298199278,62,0,5,4,1
10343,Tablets,Sony,1390.3953982029998,45,0,7,4,1
10344,Tablets,Samsung,632.9525200207645,46,1,11,5,1
10345,Headphones,Sony,2548.5015263226146,54,0,2,1,0
10346,Headphones,HP,1398.9688925029916,62,1,1,5,1
10347,Tablets,Samsung,1214.9408054307519,53,0,19,1,0
10348,Headphones,Apple,2296.3425463507897,22,1,10,4,1
10349,Smart Watches,Apple,2047.9550470502406,51,1,3,2,1
10350,Laptops,Sony,659.3443862709302,54,0,17,2,0
10351,Headphones,HP,1998.1007182728663,48,1,3,1,1
10352,Headphones,Other Brands,1691.1271240429016,33,0,18,3,0
10353,Smart Watches,Samsung,490.0135730012349,19,1,14,2,0
10354,Headphones,Sony,2580.5201243295996,36,0,11,2,0
10355,Smartphones,Samsung,1201.612359794227,61,0,10,5,1
10356,Tablets,Sony,2854.4355161021226,48,1,14,5,1
10357,Headphones,Apple,1270.8250018386157,28,0,11,1,0
10358,Smart Watches,Other Brands,2972.695796532355,19,0,10,5,0
10359,Smart Watches,HP,1735.0622212747328,43,1,19,2,1
10360,Headphones,Samsung,924.8902783631019,69,0,9,1,0
10361,Tablets,Sony,2934.1496833452516,26,1,18,4,1
10362,Tablets,Other Brands,1770.5720460435884,61,0,6,5,1
10363,Smartphones,Apple,2819.383064005986,27,0,10,4,0
10364,Laptops,Other Brands,1111.9463463281938,20,0,8,2,0
10365,Headphones,Sony,1803.921794885179,21,1,4,2,0
10366,Smart Watches,Sony,1354.0310356377645,69,0,6,4,1
10367,Smart Watches,HP,1330.2275843861116,31,0,5,4,1
10368,Tablets,HP,2450.376731274491,43,1,13,4,1
10369,Laptops,HP,409.69830109467046,50,0,12,4,1
10370,Smart Watches,Other Brands,806.2414370614713,59,1,5,2,1
10371,Smart Watches,Samsung,292.82804425286065,35,0,10,1,0
10372,Laptops,Apple,1120.9183122634195,54,0,16,2,0
10373,Smart Watches,Sony,2558.4505747974176,34,0,11,1,0
10374,Tablets,HP,1174.9467024957378,34,1,4,5,1
10375,Smartphones,Other Brands,2935.65707087491,60,1,1,1,1
10376,Smartphones,Samsung,2662.062723381688,34,0,8,1,0
10377,Smart Watches,Other Brands,819.0451367992036,33,1,15,3,1
10378,Laptops,HP,205.7301821375977,27,0,19,4,0
10379,Tablets,Sony,2924.919041690787,36,0,4,4,1
10380,Headphones,HP,749.8216025027178,45,1,2,1,1
10381,Laptops,Samsung,2882.10893235116,69,0,13,1,0
10382,Tablets,Other Brands,1493.5192707980254,41,1,11,1,1
10383,Smartphones,Other Brands,1319.1966179378928,62,0,6,5,1
10384,Laptops,Samsung,502.82996877902576,44,0,13,5,1
10385,Laptops,Other Brands,2423.639881655313,60,0,1,1,0
10386,Tablets,Samsung,2231.829580513937,38,1,16,1,1
10387,Laptops,HP,2338.171702044568,34,1,10,3,1
10388,Tablets,Other Brands,1145.3454020528998,46,0,17,1,0
10389,Headphones,Sony,904.9359204366017,45,1,4,1,1
10390,Smartphones,Sony,2999.852253399973,35,0,5,3,0
10391,Smart Watches,Samsung,439.06515103357617,31,0,15,1,0
10392,Laptops,HP,2011.4247290474236,56,1,18,3,1
10393,Smart Watches,Samsung,259.97789696958114,50,1,14,2,1
10394,Headphones,HP,1923.9983683924356,26,0,6,3,0
10395,Smart Watches,Samsung,1269.145112822649,63,0,5,3,0
10396,Headphones,Sony,562.3244941155717,32,1,4,4,1
10397,Smartphones,Other Brands,1532.4681844897073,68,1,11,1,1
10398,Smartphones,Other Brands,686.3849674886247,23,0,17,1,0
10399,Laptops,Samsung,2858.3918144764693,18,1,6,4,1
10400,Smart Watches,Apple,844.1573450605048,69,1,13,2,1
10401,Smartphones,Apple,421.13126631329425,18,0,2,4,0
10402,Smart Watches,HP,2755.3158401916294,31,0,19,4,1
10403,Smartphones,HP,1862.9186273497596,20,1,4,3,0
10404,Smart Watches,Samsung,651.6327280067817,50,1,8,4,1
10405,Headphones,HP,1436.5264981714463,27,1,4,1,0
10406,Headphones,HP,830.1910979131984,50,1,11,2,1
10407,Smart Watches,Sony,2113.248489431171,42,1,13,3,1
10408,Headphones,HP,679.4926147094461,63,1,4,1,1
10409,Smartphones,Sony,2411.0876169449634,60,0,18,2,0
10410,Headphones,Samsung,1084.5777952049962,38,0,16,1,0
10411,Laptops,Samsung,2307.4024234839876,29,0,1,1,0
10412,Smart Watches,HP,351.4348397933653,28,1,9,3,0
10413,Smart Watches,HP,1772.22216508302,62,1,5,1,1
10414,Tablets,HP,478.6144976645707,38,0,2,3,0
10415,Smart Watches,Sony,798.4449387094277,32,0,9,5,1
10416,Headphones,Sony,1089.2486367537683,69,0,18,2,0
10417,Headphones,Other Brands,250.41150998561565,24,1,3,2,0
10418,Smart Watches,Samsung,645.118697997834,29,0,17,4,0
10419,Tablets,Apple,1752.4853658531938,44,1,2,1,1
10420,Smart Watches,Apple,1078.8123908349125,54,0,18,3,0
10421,Smart Watches,Samsung,604.3506917397449,37,1,7,5,1
10422,Smartphones,Sony,2002.9076629819588,22,0,8,3,0
10423,Smartphones,Other Brands,1098.4708018701751,19,0,13,4,0
10424,Headphones,HP,300.3962157324562,21,0,5,2,0
10425,Smart Watches,Sony,1805.7439383088615,28,0,14,2,0
10426,Headphones,HP,1697.136754023254,61,1,15,2,1
10427,Smart Watches,Sony,297.25248110148095,19,0,18,4,0
10428,Smart Watches,Other Brands,1283.874461314394,36,1,15,3,1
10429,Smart Watches,Samsung,424.3474201952421,35,0,7,3,0
10430,Tablets,Samsung,1758.7343196727013,40,1,18,2,1
10431,Smartphones,Sony,1454.3161895212766,23,0,8,2,0
10432,Laptops,Other Brands,960.3929766198083,34,1,4,2,1
10433,Laptops,Samsung,1436.9198234658786,57,0,9,5,1
10434,Headphones,Apple,2287.372680394185,34,0,5,1,0
10435,Headphones,HP,123.07997323850458,36,0,14,3,0
10436,Smartphones,Samsung,283.07407563088896,67,1,3,4,1
10437,Tablets,Other Brands,2575.374951353147,59,1,15,1,1
10438,Headphones,Samsung,1172.8808030024068,24,0,12,1,0
10439,Smart Watches,Apple,284.2448929922178,21,0,15,1,0
10440,Smart Watches,Apple,1028.7668319404347,26,1,14,1,0
10441,Smart Watches,Sony,2352.98975114069,29,1,3,2,0
10442,Smartphones,Other Brands,1117.1505709410799,24,1,5,4,1
10443,Smartphones,Samsung,198.12182897625985,30,0,19,2,0
10444,Tablets,Samsung,220.05151464622585,67,0,3,4,1
10445,Smart Watches,Sony,1965.635638656405,39,1,1,1,1
10446,Smart Watches,Apple,1801.1741542162429,48,1,17,2,1
10447,Smartphones,Other Brands,212.92889723735408,31,0,9,4,1
10448,Tablets,Samsung,2266.8419414020927,57,0,7,1,0
10449,Smartphones,Other Brands,621.8032591350516,30,1,10,2,0
10450,Smart Watches,Samsung,123.67306949649542,57,0,4,1,0
10451,Headphones,Apple,1711.9270033229297,45,0,6,4,1
10452,Smartphones,Other Brands,2381.475674770376,21,1,7,4,1
10453,Smart Watches,Samsung,2547.80215413383,61,0,17,2,0
10454,Smart Watches,HP,1759.1412596972839,31,1,17,1,1
10455,Smartphones,Sony,2530.4388198165734,21,0,15,2,0
10456,Headphones,Other Brands,1964.4959561114724,30,0,17,5,0
10457,Headphones,Sony,2803.4185805485627,28,1,4,5,1
10458,Tablets,Samsung,237.46044480884507,31,1,16,5,1
10459,Tablets,Apple,1140.1251766724602,18,0,5,5,0
10460,Smart Watches,Other Brands,516.9463964824735,45,1,7,5,1
10461,Smartphones,HP,1389.6774755533095,52,0,8,5,1
10462,Headphones,Sony,712.0776942241499,62,0,12,5,1
10463,Smartphones,Samsung,193.7530647385741,59,1,17,5,1
10464,Headphones,Samsung,2236.4279462052414,51,1,16,5,1
10465,Tablets,Samsung,2730.760226609173,42,1,14,3,1
10466,Headphones,Apple,2439.6052693063757,40,1,17,2,1
10467,Tablets,Other Brands,2447.714908414703,43,1,6,3,1
10468,Smart Watches,HP,1588.15041941206,30,0,19,4,0
10469,Smartphones,HP,164.76081814951078,24,1,1,2,0
10470,Smart Watches,Sony,2152.357909090481,19,0,6,2,0
10471,Smartphones,Sony,1651.1113396399496,39,1,3,2,1
10472,Tablets,HP,2978.5630537236366,44,0,9,4,1
10473,Smart Watches,Sony,526.5086665576223,35,1,8,5,1
10474,Headphones,Other Brands,2884.787099182079,23,1,17,1,0
10475,Tablets,Apple,1235.046086661784,23,0,12,3,0
10476,Smart Watches,Other Brands,931.2428146362718,41,1,15,4,1
10477,Smart Watches,HP,1303.5869265273236,69,1,9,4,1
10478,Headphones,Other Brands,2011.6104043839073,68,1,12,4,1
10479,Smart Watches,Apple,2149.7022776718127,50,0,12,1,0
10480,Headphones,HP,2682.011104338215,39,0,3,1,0
10481,Laptops,Other Brands,2772.9884978186437,59,0,18,3,0
10482,Laptops,Apple,395.61830544836,37,1,13,1,1
10483,Laptops,Sony,873.9139963833653,55,1,14,5,1
10484,Laptops,Apple,593.6987743480283,64,0,17,4,1
10485,Tablets,HP,2803.946172768644,68,0,4,3,0
10486,Smart Watches,Samsung,1436.1455674536855,44,0,11,5,1
10487,Smartphones,Samsung,348.05434939249176,44,0,11,5,1
10488,Smartphones,Other Brands,2674.057079662424,68,1,18,4,1
10489,Tablets,HP,2475.9833672805266,63,1,4,4,1
10490,Headphones,Sony,139.544893871395,41,1,13,2,1
10491,Laptops,Sony,1791.487069052591,47,0,5,4,1
10492,Smart Watches,Other Brands,2177.2350493455415,39,1,19,2,1
10493,Headphones,HP,2223.3838223544617,50,1,5,4,1
10494,Smartphones,Sony,1745.9808423949878,59,0,12,2,0
10495,Headphones,HP,2992.8598471384776,24,0,14,1,0
10496,Smartphones,Samsung,2164.9903246874965,63,1,19,5,1
10497,Tablets,Apple,400.2849482260812,37,0,1,2,0
10498,Smartphones,HP,2664.986427275884,25,1,14,4,1
10499,Smart Watches,HP,155.61657012038728,51,0,1,5,1
10500,Smart Watches,Apple,659.9809448381277,34,1,15,5,1
10501,Tablets,Sony,2815.9448899610356,59,1,3,4,1
10502,Laptops,Sony,142.64716327452422,37,0,5,3,0
10503,Smart Watches,HP,901.968531697692,68,0,3,2,0
10504,Laptops,Apple,858.0376850149786,34,0,6,3,0
10505,Laptops,Sony,1261.283889611798,34,1,18,4,1
10506,Smart Watches,Sony,2029.466605507274,21,1,18,4,1
10507,Smart Watches,Other Brands,2465.5963998959037,30,0,16,2,0
10508,Laptops,Samsung,1542.9558240682031,68,0,8,2,0
10509,Tablets,Samsung,526.2570290474013,26,0,7,3,0
10510,Tablets,HP,383.24009003193146,31,0,1,1,0
10511,Smartphones,Other Brands,1412.7378742697733,56,0,17,5,1
10512,Laptops,HP,776.3851432012927,40,0,14,4,1
10513,Tablets,Apple,643.1917722160845,38,1,17,1,1
10514,Tablets,Sony,2137.0392392156255,54,0,16,3,0
10515,Tablets,Other Brands,2812.880471922702,54,0,8,1,0
10516,Headphones,HP,1941.6379165958947,41,1,19,3,1
10517,Smartphones,Apple,2315.9120533066944,40,1,13,4,1
10518,Laptops,HP,2294.151431956482,40,1,13,2,1
10519,Laptops,Samsung,1353.3695109500286,39,1,2,5,1
10520,Headphones,HP,1417.1513198179775,52,0,9,2,0
10521,Smart Watches,Sony,1818.8094498303576,45,0,5,4,1
10522,Laptops,Sony,1441.3989678106948,62,1,11,3,1
10523,Headphones,Other Brands,661.1414865096407,68,1,6,5,1
10524,Smart Watches,Samsung,753.6928406760233,51,0,5,1,0
10525,Headphones,HP,2905.921222171201,27,0,12,4,0
10526,Headphones,Apple,516.2126207008623,33,1,12,4,1
10527,Smartphones,Samsung,1878.1716808806368,69,1,3,5,1
10528,Laptops,Sony,981.3065585488267,26,1,14,4,1
10529,Laptops,Sony,1805.6946261121823,69,1,2,4,1
10530,Smart Watches,Apple,1172.282078813817,45,1,11,2,1
10531,Smartphones,Other Brands,541.5056116689241,36,1,18,4,1
10532,Laptops,Samsung,169.1038428752331,40,1,7,1,1
10533,Headphones,Sony,2021.40983869849,68,0,17,1,0
10534,Laptops,HP,2648.943941229762,36,0,18,5,1
10535,Headphones,HP,1795.5462709669857,68,1,11,3,1
10536,Laptops,Apple,2482.254978038262,61,1,16,4,1
10537,Headphones,Sony,1284.96061144644,19,0,17,1,0
10538,Laptops,Apple,1914.8750969976165,54,0,6,5,1
10539,Smartphones,Other Brands,1561.0698725947184,69,1,4,1,1
10540,Smartphones,Samsung,1601.7904587857486,68,1,17,3,1
10541,Smartphones,Other Brands,154.11630760248008,63,0,8,4,1
10542,Smart Watches,Sony,776.471896760043,35,1,4,4,1
10543,Smartphones,Other Brands,892.5060641563167,30,1,10,1,0
10544,Headphones,Other Brands,224.77793050733874,65,0,16,1,0
10545,Headphones,HP,1316.0966001237368,59,0,14,2,0
10546,Tablets,Samsung,2507.524687332751,22,1,5,3,0
10547,Laptops,Sony,1279.0314888665011,68,1,18,1,1
10548,Smartphones,Sony,1652.3808388463133,35,0,9,3,0
10549,Laptops,Other Brands,276.3708566288815,30,0,1,3,0
10550,Smartphones,Apple,1310.6482851945948,62,0,15,2,0
10551,Headphones,Apple,2260.466342839733,67,0,15,2,0
10552,Laptops,Samsung,1048.6376642415194,46,1,13,5,1
10553,Smart Watches,Sony,273.703557087331,35,0,10,2,0
10554,Headphones,HP,570.2820207862587,50,1,14,1,1
10555,Headphones,Samsung,1006.1995722093612,21,0,19,5,0
10556,Headphones,Apple,1808.7491993090753,26,0,2,1,0
10557,Smart Watches,Apple,693.4659969637268,29,1,3,1,0
10558,Smart Watches,HP,389.3043879985241,45,1,17,4,1
10559,Laptops,Samsung,1244.0422701047237,25,1,2,3,0
10560,Smart Watches,Apple,898.4284352490367,40,1,11,3,1
10561,Smart Watches,HP,885.9343281623514,64,0,8,2,0
10562,Tablets,Apple,2322.5733809726853,51,0,18,3,0
10563,Tablets,Sony,2871.5591869920518,22,0,4,4,0
10564,Headphones,Other Brands,968.756118354532,31,0,5,2,0
10565,Smart Watches,Samsung,2053.769217766654,56,1,2,5,1
10566,Laptops,HP,2765.387071835744,32,0,9,2,0
10567,Smartphones,Other Brands,693.5672849125501,37,0,12,5,1
10568,Headphones,Sony,2756.969902648719,18,1,11,4,1
10569,Smart Watches,Sony,476.0642663362874,64,1,19,3,1
10570,Smartphones,Samsung,1667.0874870970245,63,1,5,5,1
10571,Tablets,Sony,709.5118800259129,47,0,6,3,0
10572,Smartphones,HP,1020.3489153796783,63,1,6,5,1
10573,Smart Watches,Other Brands,1986.6235888733236,21,1,4,1,0
10574,Laptops,Other Brands,705.2368507148441,24,1,3,1,0
10575,Smart Watches,Sony,2697.1352743814264,30,1,2,1,0
10576,Smartphones,Sony,1554.6515259711255,54,0,15,1,0
10577,Smart Watches,Apple,2711.485205594479,48,1,12,3,1
10578,Laptops,Apple,2671.64950571314,51,1,4,1,1
10579,Laptops,Samsung,1169.467595407954,23,0,8,5,0
10580,Smart Watches,Sony,669.0318584601335,18,0,13,4,0
10581,Smart Watches,Other Brands,411.2869635241644,60,1,14,3,1
10582,Tablets,Samsung,2623.4352361001224,23,0,8,1,0
10583,Smartphones,Apple,2244.691411484036,45,0,19,2,0
10584,Smartphones,Sony,2359.319434673433,25,0,3,5,0
10585,Smart Watches,Samsung,1776.8471213937132,60,1,16,3,1
10586,Headphones,Apple,1714.271741318427,29,1,2,4,1
10587,Headphones,Other Brands,237.16032438718318,51,0,4,1,0
10588,Tablets,Other Brands,1723.5062496827002,22,1,10,4,1
10589,Tablets,Apple,2962.751441864854,34,1,10,3,1
10590,Smartphones,Sony,301.99591273096155,51,0,12,2,0
10591,Laptops,Other Brands,2179.6019901809004,48,1,1,3,1
10592,Tablets,Samsung,2281.894044205648,31,1,17,4,1
10593,Tablets,Other Brands,122.17240101160911,36,0,4,4,1
10594,Headphones,Apple,2967.7100553060095,61,0,11,5,1
10595,Tablets,Apple,2449.7479028959374,46,1,5,2,1
10596,Headphones,Samsung,235.22043268289227,51,0,19,2,0
10597,Headphones,Other Brands,2093.04335460715,55,1,17,2,1
10598,Tablets,Other Brands,1139.4692854257783,44,1,16,4,1
10599,Headphones,Sony,2236.6921687547824,66,0,6,2,0
10600,Laptops,Other Brands,1853.1917194075259,20,0,1,3,0
10601,Tablets,Other Brands,1186.9832193118477,64,0,9,2,0
10602,Headphones,HP,786.3090606934542,45,0,7,2,0
10603,Laptops,Apple,975.8871754556268,39,1,6,1,1
10604,Headphones,HP,2680.1233405393264,26,0,14,3,0
10605,Smartphones,Samsung,2106.6771129059207,59,1,11,1,1
10606,Smartphones,HP,2597.3787572681535,36,0,1,3,0
10607,Headphones,Apple,2274.6385913978634,33,1,12,2,1
10608,Smartphones,Sony,2398.014171867856,47,1,6,5,1
10609,Headphones,Sony,1678.1833628325737,63,1,4,3,1
10610,Smartphones,HP,2648.28902494187,66,1,13,4,1
10611,Headphones,HP,2613.4410145848024,69,1,3,1,1
10612,Smart Watches,Samsung,2986.5099957382195,20,0,17,5,0
10613,Smart Watches,HP,205.742687528943,53,0,12,2,0
10614,Tablets,Other Brands,107.50440090381419,61,0,5,3,0
10615,Smartphones,Apple,783.6417899622319,34,1,2,4,1
10616,Smartphones,HP,347.25627125580104,42,1,11,2,1
10617,Tablets,Other Brands,1502.0065340383042,44,1,19,5,1
10618,Tablets,HP,1209.3245957169675,50,0,13,2,0
10619,Headphones,Sony,2218.8165824376065,61,0,3,3,0
10620,Smartphones,HP,1789.1494018551216,43,1,17,3,1
10621,Laptops,Samsung,715.8403278421082,57,1,6,3,1
10622,Smartphones,Apple,850.4800440527509,32,1,14,2,1
10623,Smart Watches,Sony,969.3000337029872,38,0,5,1,0
10624,Tablets,Apple,1208.4831917242348,51,0,12,5,1
10625,Smart Watches,Apple,550.2453211008278,32,0,9,4,1
10626,Headphones,Samsung,1221.356907641264,48,0,3,2,0
10627,Smart Watches,HP,1125.462793740288,22,1,6,3,0
10628,Smartphones,HP,290.7840762853681,64,1,9,1,1
10629,Laptops,Apple,2642.320919692609,29,0,5,5,0
10630,Laptops,Apple,120.42146608716313,32,1,2,3,1
10631,Tablets,Apple,979.3505398855556,42,0,11,1,0
10632,Smart Watches,HP,2375.995137540836,33,0,5,3,0
10633,Smartphones,Sony,798.6091409251461,35,1,16,1,1
10634,Smart Watches,Apple,1122.9486851979477,44,0,13,3,0
10635,Smart Watches,HP,145.12401731266118,42,0,6,5,1
10636,Tablets,Samsung,2237.8902773349214,37,0,9,2,0
10637,Smartphones,Sony,667.6136968262864,24,0,10,2,0
10638,Laptops,Apple,1564.1850231597787,44,0,14,3,0
10639,Smart Watches,HP,2422.3320679445815,18,1,8,5,1
10640,Laptops,Samsung,461.43158970313647,21,0,3,3,0
10641,Smartphones,Other Brands,1611.5221638065445,55,1,15,5,1
10642,Laptops,Sony,981.4364646977423,43,1,16,1,1
10643,Tablets,HP,1630.3587260157685,60,0,17,5,1
10644,Headphones,Other Brands,1981.738809588118,49,1,8,1,1
10645,Tablets,Other Brands,1119.4645333404646,29,1,6,2,0
10646,Smart Watches,Other Brands,2360.8627375440356,31,0,2,3,0
10647,Tablets,Samsung,966.7844763994289,23,1,17,3,0
10648,Headphones,Samsung,985.8486434889677,48,1,15,4,1
10649,Smartphones,Sony,269.1148177514357,35,0,18,4,1
10650,Laptops,Apple,2410.0960765651607,64,0,10,3,0
10651,Smart Watches,Sony,897.2767571129802,30,0,19,3,0
10652,Smart Watches,Apple,244.23248901313386,19,0,5,5,0
10653,Smart Watches,Apple,1384.6161416301727,29,1,5,3,0
10654,Headphones,Sony,347.8293389812143,48,0,13,1,0
10655,Laptops,HP,1311.90146388521,49,1,5,3,1
10656,Smartphones,Samsung,981.4218414867164,41,1,13,1,1
10657,Tablets,Sony,1870.1981273692768,62,0,16,5,1
10658,Laptops,Apple,1223.8300040733386,20,1,12,1,0
10659,Smartphones,Other Brands,2976.4294588344787,26,1,5,1,0
10660,Laptops,HP,2232.9113985655245,30,1,6,2,0
10661,Headphones,Sony,1912.2818314659448,19,1,5,2,0
10662,Laptops,Apple,2580.6652308845228,69,0,15,3,0
10663,Smartphones,HP,2279.4694436977884,22,0,4,3,0
10664,Laptops,Samsung,2634.9979864723755,54,1,13,3,1
10665,Headphones,Other Brands,625.9669095594732,41,1,19,4,1
10666,Tablets,Other Brands,883.3360912171099,52,1,14,3,1
10667,Laptops,Samsung,1271.6505591892587,63,0,8,4,1
10668,Laptops,Samsung,1353.9571115852598,18,1,4,4,1
10669,Headphones,Samsung,2673.7879255001703,35,0,18,3,0
10670,Tablets,Samsung,233.65916215326314,32,1,2,1,1
10671,Smartphones,Sony,1925.7109738117335,59,1,18,3,1
10672,Headphones,Other Brands,1487.6122751110336,32,1,7,1,1
10673,Smart Watches,Sony,1480.73392525892,60,1,13,1,1
10674,Headphones,Apple,1352.212019384466,65,0,9,5,1
10675,Tablets,Apple,1424.005250788212,28,0,7,2,0
10676,Smartphones,Samsung,475.7365667063892,40,0,10,2,0
10677,Smartphones,Other Brands,1766.7317888153775,29,0,10,1,0
10678,Headphones,Other Brands,2019.4481003293668,65,1,17,2,1
10679,Laptops,Samsung,1878.1099121819282,60,1,11,1,1
10680,Smart Watches,Sony,2219.582119264945,28,1,10,5,1
10681,Smart Watches,Apple,1339.3757954217883,64,1,18,3,1
10682,Smartphones,Apple,2207.3808874531082,32,0,2,4,1
10683,Smartphones,HP,2906.423995319882,46,0,4,4,1
10684,Smart Watches,Other Brands,156.02363384746525,26,1,5,5,1
10685,Headphones,Other Brands,334.2827023721013,57,1,13,5,1
10686,Headphones,HP,2329.579590779855,40,0,12,4,1
10687,Smartphones,Other Brands,1982.0458800408526,63,1,8,3,1
10688,Laptops,Samsung,1724.7129139334418,57,0,9,4,1
10689,Smart Watches,HP,2604.491773642855,52,1,12,3,1
10690,Tablets,Sony,2526.186273100217,48,1,3,3,1
10691,Smart Watches,Sony,1995.0575920467418,22,1,15,2,0
10692,Laptops,Other Brands,2547.616654082781,29,0,4,3,0
10693,Tablets,Apple,1560.8437526705163,60,0,5,2,0
10694,Smart Watches,Other Brands,239.3329182922612,61,1,12,4,1
10695,Headphones,HP,1315.5653438525314,28,0,19,3,0
10696,Headphones,Sony,2708.10797525532,58,1,1,3,1
10697,Laptops,Other Brands,1607.3681842834053,39,1,6,3,1
10698,Tablets,Other Brands,2675.3303448304428,51,0,11,5,1
10699,Laptops,Sony,2841.5730023026244,30,0,13,4,0
10700,Smart Watches,Sony,642.1068638755298,57,1,7,2,1
10701,Smart Watches,Samsung,545.4379308123978,18,0,2,2,0
10702,Smart Watches,HP,2634.377236845393,40,0,6,1,0
10703,Tablets,Samsung,1053.1619713340879,39,1,6,3,1
10704,Laptops,Apple,905.1225386990683,66,1,18,3,1
10705,Laptops,Sony,2978.6182660505683,52,0,6,2,0
10706,Smartphones,Sony,2841.2417654559954,36,1,16,1,1
10707,Tablets,Other Brands,707.9384889865938,45,1,15,4,1
10708,Smart Watches,HP,2143.8684043002713,58,0,4,3,0
10709,Headphones,Sony,1153.2252423148325,27,0,18,3,0
10710,Smartphones,Sony,1216.304171810128,41,1,15,1,1
10711,Smart Watches,Apple,1574.2823975733788,66,1,13,1,1
10712,Headphones,Sony,2262.153496851642,67,1,2,1,1
10713,Headphones,HP,2996.6962796921057,47,0,11,3,0
10714,Tablets,Samsung,414.42047864699384,52,0,12,3,0
10715,Smartphones,Apple,1412.2185230239452,28,0,16,2,0
10716,Smart Watches,Other Brands,1914.8530915185484,24,0,9,4,0
10717,Tablets,Other Brands,1392.2859439130668,30,0,8,2,0
10718,Laptops,Sony,901.1326916013064,55,0,9,1,0
10719,Smart Watches,Other Brands,2718.113622264029,68,0,7,3,0
10720,Laptops,Other Brands,1504.0091229406203,55,1,17,4,1
10721,Smartphones,Sony,1500.5681815196922,30,1,12,2,0
10722,Headphones,Sony,1334.7011547172133,66,1,16,2,1
10723,Headphones,Samsung,1164.043140468791,20,1,18,3,0
10724,Laptops,Samsung,1891.928737602363,54,0,16,2,0
10725,Headphones,HP,557.7121429194742,53,1,18,5,1
10726,Smartphones,Apple,759.7865164510453,63,0,16,5,1
10727,Smartphones,HP,321.1668735751632,21,0,15,4,0
10728,Headphones,Apple,185.57679181989974,19,1,15,1,0
10729,Smartphones,Other Brands,1591.897414704537,31,1,1,3,1
10730,Laptops,Other Brands,2390.236379785739,34,1,17,5,1
10731,Smart Watches,Sony,2190.26857238786,20,0,11,4,0
10732,Smart Watches,Other Brands,2243.9576578976826,41,1,9,3,1
10733,Tablets,Sony,984.264416960859,32,0,9,3,0
10734,Smart Watches,HP,2853.4608315691207,24,0,11,4,0
10735,Tablets,Sony,1585.1691289078549,53,0,3,3,0
10736,Headphones,Other Brands,1922.3280623028263,53,1,7,2,1
10737,Smartphones,Sony,1576.8005558837697,47,0,19,2,0
10738,Tablets,Apple,1830.6451034206552,57,0,17,2,0
10739,Smartphones,Other Brands,540.8034496306536,36,0,17,5,1
10740,Smart Watches,Apple,2999.520561728619,32,1,5,3,1
10741,Laptops,Apple,1257.0489733962402,65,1,12,5,1
10742,Smartphones,Samsung,2749.925174160115,41,1,13,2,1
10743,Headphones,HP,2521.290857621211,45,1,14,5,1
10744,Smartphones,HP,2645.4902774981924,66,0,19,5,1
10745,Smartphones,Samsung,2760.80724937199,50,1,10,3,1
10746,Tablets,Other Brands,1127.6996517782432,62,0,7,5,1
10747,Headphones,HP,2350.5017301180405,58,0,16,1,0
10748,Headphones,Other Brands,1491.2611738082342,64,1,3,2,1
10749,Headphones,Sony,2757.8867396463015,32,0,10,5,1
